0 verbose cli /usr/bin/node /tmp/claude-1000/-home-akis-Desktop-pi-lens/***/scratchpad/wt-knip/.probe-home/npm-cache/_npx/531a256430e91eb0/node_modules/.bin/npm
1 info using npm@11.18.0
2 info using node@v22.22.1
3 silly config load:file:/tmp/claude-1000/-home-akis-Desktop-pi-lens/***/scratchpad/wt-knip/.probe-home/npm-cache/_npx/531a256430e91eb0/node_modules/npm/npmrc
4 silly config load:file:/tmp/pi-lens-lockfile-complete-hw37Xu/tree/.npmrc
5 silly config load:file:/home/akis/.npmrc
6 silly config load:file:/etc/npmrc
7 verbose title npm install
8 verbose argv "install" "--ignore-scripts" "--no-audit" "--no-fund"
474 http cache @aws-sdk/nested-clients@https://registry.npmjs.org/@aws-sdk/nested-clients/-/nested-clients-3.997.9.tgz 0ms (cache hit)
475 http cache @aws-sdk/middleware-websocket@https://registry.npmjs.org/@aws-sdk/middleware-websocket/-/middleware-websocket-3.972.19.tgz 0ms (cache hit)
476 http cache @aws-sdk/signature-v4-multi-region@https://registry.npmjs.org/@aws-sdk/signature-v4-multi-region/-/signature-v4-multi-region-3.996.27.tgz 0ms (cache hit)
477 http cache @aws-sdk/middleware-eventstream@https://registry.npmjs.org/@aws-sdk/middleware-eventstream/-/middleware-eventstream-3.972.12.tgz 0ms (cache hit)
478 http cache @aws-sdk/credential-provider-web-identity@https://registry.npmjs.org/@aws-sdk/credential-provider-web-identity/-/credential-provider-web-identity-3.972.41.tgz 0ms (cache hit)
479 http cache @aws-sdk/credential-provider-sso@https://registry.npmjs.org/@aws-sdk/credential-provider-sso/-/credential-provider-sso-3.972.41.tgz 0ms (cache hit)
480 http cache @aws-sdk/eventstream-handler-node@https://registry.npmjs.org/@aws-sdk/eventstream-handler-node/-/eventstream-handler-node-3.972.16.tgz 0ms (cache hit)
481 http cache @aws-sdk/credential-provider-process@https://registry.npmjs.org/@aws-sdk/credential-provider-process/-/credential-provider-process-3.972.37.tgz 0ms (cache hit)
482 http cache @aws-sdk/credential-provider-node@https://registry.npmjs.org/@aws-sdk/credential-provider-node/-/credential-provider-node-3.972.42.tgz 0ms (cache hit)
483 http cache @aws-sdk/credential-provider-http@https://registry.npmjs.org/@aws-sdk/credential-provider-http/-/credential-provider-http-3.972.39.tgz 0ms (cache hit)
484 http cache @aws-sdk/credential-provider-login@https://registry.npmjs.org/@aws-sdk/credential-provider-login/-/credential-provider-login-3.972.41.tgz 0ms (cache hit)
485 http cache @aws-sdk/credential-provider-env@https://registry.npmjs.org/@aws-sdk/credential-provider-env/-/credential-provider-env-3.972.37.tgz 0ms (cache hit)
486 http cache @aws-sdk/credential-provider-ini@https://registry.npmjs.org/@aws-sdk/credential-provider-ini/-/credential-provider-ini-3.972.41.tgz 0ms (cache hit)
487 http cache @aws-sdk/client-bedrock-runtime@https://registry.npmjs.org/@aws-sdk/client-bedrock-runtime/-/client-bedrock-runtime-3.1048.0.tgz 0ms (cache hit)
488 http cache @aws-sdk/core@https://registry.npmjs.org/@aws-sdk/core/-/core-3.974.11.tgz 0ms (cache hit)
489 http cache @aws-crypto/supports-web-crypto@https://registry.npmjs.org/@aws-crypto/supports-web-crypto/-/supports-web-crypto-5.2.0.tgz 0ms (cache hit)
490 http cache @aws-crypto/util@https://registry.npmjs.org/@aws-crypto/util/-/util-5.2.0.tgz 0ms (cache hit)
491 http cache @aws-crypto/sha256-js@https://registry.npmjs.org/@aws-crypto/sha256-js/-/sha256-js-5.2.0.tgz 0ms (cache hit)
492 http cache @aws-crypto/sha256-browser@https://registry.npmjs.org/@aws-crypto/sha256-browser/-/sha256-browser-5.2.0.tgz 0ms (cache hit)
493 http cache @aws-crypto/crc32@https://registry.npmjs.org/@aws-crypto/crc32/-/crc32-5.2.0.tgz 0ms (cache hit)
494 http cache @anthropic-ai/sdk@https://registry.npmjs.org/@anthropic-ai/sdk/-/sdk-0.123.0.tgz 0ms (cache hit)
495 http cache @babel/types@https://registry.npmjs.org/@babel/types/-/types-8.0.4.tgz 0ms (cache hit)
496 http cache @babel/parser@https://registry.npmjs.org/@babel/parser/-/parser-8.0.4.tgz 0ms (cache hit)
497 http cache @babel/helper-validator-identifier@https://registry.npmjs.org/@babel/helper-validator-identifier/-/helper-validator-identifier-8.0.4.tgz 0ms (cache hit)
498 http cache @babel/types@https://registry.npmjs.org/@babel/types/-/types-8.0.4.tgz 0ms (cache hit)
499 http cache @babel/helper-string-parser@https://registry.npmjs.org/@babel/helper-string-parser/-/helper-string-parser-8.0.0.tgz 0ms (cache hit)
500 http cache @babel/parser@https://registry.npmjs.org/@babel/parser/-/parser-8.0.4.tgz 0ms (cache hit)
501 http cache @babel/helper-string-parser@https://registry.npmjs.org/@babel/helper-string-parser/-/helper-string-parser-8.0.0.tgz 0ms (cache hit)
502 http cache @babel/helper-validator-identifier@https://registry.npmjs.org/@babel/helper-validator-identifier/-/helper-validator-identifier-8.0.4.tgz 0ms (cache hit)
503 http cache @babel/helper-validator-identifier@https://registry.npmjs.org/@babel/helper-validator-identifier/-/helper-validator-identifier-8.0.4.tgz 0ms (cache hit)
504 http cache @babel/types@https://registry.npmjs.org/@babel/types/-/types-8.0.4.tgz 0ms (cache hit)
505 http cache @babel/helper-string-parser@https://registry.npmjs.org/@babel/helper-string-parser/-/helper-string-parser-8.0.0.tgz 0ms (cache hit)
506 http cache @babel/types@https://registry.npmjs.org/@babel/types/-/types-8.0.4.tgz 0ms (cache hit)
507 http cache @babel/helper-validator-identifier@https://registry.npmjs.org/@babel/helper-validator-identifier/-/helper-validator-identifier-8.0.4.tgz 0ms (cache hit)
508 http cache @babel/types@https://registry.npmjs.org/@babel/types/-/types-8.0.4.tgz 0ms (cache hit)
509 http cache @babel/helper-string-parser@https://registry.npmjs.org/@babel/helper-string-parser/-/helper-string-parser-8.0.0.tgz 0ms (cache hit)
510 http cache @babel/helper-string-parser@https://registry.npmjs.org/@babel/helper-string-parser/-/helper-string-parser-8.0.0.tgz 0ms (cache hit)
511 http cache @babel/helper-validator-identifier@https://registry.npmjs.org/@babel/helper-validator-identifier/-/helper-validator-identifier-8.0.4.tgz 0ms (cache hit)
512 http cache @babel/types@https://registry.npmjs.org/@babel/types/-/types-8.0.4.tgz 0ms (cache hit)
513 http cache @babel/helper-validator-identifier@https://registry.npmjs.org/@babel/helper-validator-identifier/-/helper-validator-identifier-8.0.4.tgz 0ms (cache hit)
514 http cache @babel/helper-string-parser@https://registry.npmjs.org/@babel/helper-string-parser/-/helper-string-parser-8.0.0.tgz 0ms (cache hit)
515 http cache @babel/helper-validator-identifier@https://registry.npmjs.org/@babel/helper-validator-identifier/-/helper-validator-identifier-8.0.4.tgz 0ms (cache hit)
516 http cache @babel/helper-validator-identifier@https://registry.npmjs.org/@babel/helper-validator-identifier/-/helper-validator-identifier-8.0.4.tgz 0ms (cache hit)
517 http cache @babel/types@https://registry.npmjs.org/@babel/types/-/types-8.0.4.tgz 0ms (cache hit)
518 http cache @babel/helper-string-parser@https://registry.npmjs.org/@babel/helper-string-parser/-/helper-string-parser-8.0.0.tgz 0ms (cache hit)
519 http cache @babel/helper-validator-identifier@https://registry.npmjs.org/@babel/helper-validator-identifier/-/helper-validator-identifier-8.0.4.tgz 0ms (cache hit)
520 http cache @babel/types@https://registry.npmjs.org/@babel/types/-/types-8.0.4.tgz 0ms (cache hit)
521 http cache @babel/helper-string-parser@https://registry.npmjs.org/@babel/helper-string-parser/-/helper-string-parser-8.0.0.tgz 0ms (cache hit)
522 http cache @babel/types@https://registry.npmjs.org/@babel/types/-/types-8.0.4.tgz 0ms (cache hit)
523 http cache @babel/helper-validator-identifier@https://registry.npmjs.org/@babel/helper-validator-identifier/-/helper-validator-identifier-8.0.4.tgz 0ms (cache hit)
524 http cache @babel/helper-string-parser@https://registry.npmjs.org/@babel/helper-string-parser/-/helper-string-parser-8.0.0.tgz 0ms (cache hit)
525 http cache @babel/helper-validator-identifier@https://registry.npmjs.org/@babel/helper-validator-identifier/-/helper-validator-identifier-8.0.4.tgz 0ms (cache hit)
526 http cache @babel/types@https://registry.npmjs.org/@babel/types/-/types-8.0.4.tgz 0ms (cache hit)
527 http cache @babel/parser@https://registry.npmjs.org/@babel/parser/-/parser-8.0.4.tgz 0ms (cache hit)
528 http cache @babel/types@https://registry.npmjs.org/@babel/types/-/types-8.0.4.tgz 0ms (cache hit)
529 http cache @babel/helper-string-parser@https://registry.npmjs.org/@babel/helper-string-parser/-/helper-string-parser-8.0.0.tgz 0ms (cache hit)
530 http cache @babel/helper-string-parser@https://registry.npmjs.org/@babel/helper-string-parser/-/helper-string-parser-8.0.0.tgz 0ms (cache hit)
531 http cache @babel/helper-validator-identifier@https://registry.npmjs.org/@babel/helper-validator-identifier/-/helper-validator-identifier-8.0.4.tgz 0ms (cache hit)
532 http cache @babel/parser@https://registry.npmjs.org/@babel/parser/-/parser-8.0.4.tgz 0ms (cache hit)
533 http cache @babel/helper-validator-identifier@https://registry.npmjs.org/@babel/helper-validator-identifier/-/helper-validator-identifier-8.0.4.tgz 0ms (cache hit)
534 silly tarball no local data for zod@https://registry.npmjs.org/zod/-/zod-4.5.4.tgz. Extracting by manifest.
535 silly tarball no local data for yoctocolors@https://registry.npmjs.org/yoctocolors/-/yoctocolors-2.2.0.tgz. Extracting by manifest.
536 silly tarball no local data for web-tree-sitter@https://registry.npmjs.org/web-tree-sitter/-/web-tree-sitter-0.25.10.tgz. Extracting by manifest.
537 silly tarball no local data for why-is-node-running@https://registry.npmjs.org/why-is-node-running/-/why-is-node-running-2.3.0.tgz. Extracting by manifest.
538 silly tarball no local data for which@https://registry.npmjs.org/which/-/which-2.0.2.tgz. Extracting by manifest.
539 silly tarball no local data for weapon-regex@https://registry.npmjs.org/weapon-regex/-/weapon-regex-2.0.5.tgz. Extracting by manifest.
540 silly tarball no local data for watskeburt@https://registry.npmjs.org/watskeburt/-/watskeburt-6.0.0.tgz. Extracting by manifest.
541 silly tarball no local data for walk-up-path@https://registry.npmjs.org/walk-up-path/-/walk-up-path-4.0.0.tgz. Extracting by manifest.
542 silly tarball no local data for vscode-jsonrpc@https://registry.npmjs.org/vscode-jsonrpc/-/vscode-jsonrpc-9.0.2.tgz. Extracting by manifest.
543 silly tarball no local data for yaml@https://registry.npmjs.org/yaml/-/yaml-2.9.0.tgz. Extracting by manifest.
544 silly tarball no local data for vite@https://registry.npmjs.org/vite/-/vite-8.2.2.tgz. Extracting by manifest.
545 silly tarball no local data for vitest@https://registry.npmjs.org/vitest/-/vitest-5.0.0.tgz. Extracting by manifest.
546 silly tarball no local data for update-browserslist-db@https://registry.npmjs.org/update-browserslist-db/-/update-browserslist-db-1.3.2.tgz. Extracting by manifest.
547 silly tarball no local data for unicorn-magic@https://registry.npmjs.org/unicorn-magic/-/unicorn-magic-0.3.0.tgz. Extracting by manifest.
548 silly tarball no local data for undici-types@https://registry.npmjs.org/undici-types/-/undici-types-8.3.0.tgz. Extracting by manifest.
549 silly tarball no local data for underscore@https://registry.npmjs.org/underscore/-/underscore-1.13.8.tgz. Extracting by manifest.
550 silly tarball no local data for unbash@https://registry.npmjs.org/unbash/-/unbash-4.0.11.tgz. Extracting by manifest.
551 silly tarball no local data for typescript@https://registry.npmjs.org/typescript/-/typescript-7.0.2.tgz. Extracting by manifest.
552 silly tarball no local data for typescript-language-server@https://registry.npmjs.org/typescript-language-server/-/typescript-language-server-5.3.0.tgz. Extracting by manifest.
553 silly tarball no local data for typed-rest-client@https://registry.npmjs.org/typed-rest-client/-/typed-rest-client-2.3.1.tgz. Extracting by manifest.
554 silly tarball no local data for typed-inject@https://registry.npmjs.org/typed-inject/-/typed-inject-5.0.0.tgz. Extracting by manifest.
555 silly tarball no local data for typebox@https://registry.npmjs.org/typebox/-/typebox-1.3.28.tgz. Extracting by manifest.
556 silly tarball no local data for tunnel@https://registry.npmjs.org/tunnel/-/tunnel-0.0.6.tgz. Extracting by manifest.
557 silly tarball no local data for tslib@https://registry.npmjs.org/tslib/-/tslib-2.8.1.tgz. Extracting by manifest.
558 silly tarball no local data for tsconfig-paths-webpack-plugin@https://registry.npmjs.org/tsconfig-paths-webpack-plugin/-/tsconfig-paths-webpack-plugin-4.2.0.tgz. Extracting by manifest.
559 silly tarball no local data for tsconfig-paths@https://registry.npmjs.org/tsconfig-paths/-/tsconfig-paths-4.2.0.tgz. Extracting by manifest.
560 silly tarball no local data for tree-kill@https://registry.npmjs.org/tree-kill/-/tree-kill-1.2.2.tgz. Extracting by manifest.
561 silly tarball no local data for tinypool@https://registry.npmjs.org/tinypool/-/tinypool-2.1.0.tgz. Extracting by manifest.
562 silly tarball no local data for tinyrainbow@https://registry.npmjs.org/tinyrainbow/-/tinyrainbow-3.1.1.tgz. Extracting by manifest.
563 silly tarball no local data for tinyglobby@https://registry.npmjs.org/tinyglobby/-/tinyglobby-0.2.17.tgz. Extracting by manifest.
564 silly tarball no local data for tinyexec@https://registry.npmjs.org/tinyexec/-/tinyexec-1.3.1.tgz. Extracting by manifest.
565 silly tarball no local data for tinybench@https://registry.npmjs.org/tinybench/-/tinybench-6.1.4.tgz. Extracting by manifest.
566 silly tarball no local data for tapable@https://registry.npmjs.org/tapable/-/tapable-2.3.3.tgz. Extracting by manifest.
567 silly tarball no local data for supports-preserve-symlinks-flag@https://registry.npmjs.org/supports-preserve-symlinks-flag/-/supports-preserve-symlinks-flag-1.0.0.tgz. Extracting by manifest.
568 silly tarball no local data for supports-color@https://registry.npmjs.org/supports-color/-/supports-color-7.2.0.tgz. Extracting by manifest.
569 silly tarball no local data for strip-json-comments@https://registry.npmjs.org/strip-json-comments/-/strip-json-comments-5.0.3.tgz. Extracting by manifest.
570 silly tarball no local data for strip-final-newline@https://registry.npmjs.org/strip-final-newline/-/strip-final-newline-4.0.0.tgz. Extracting by manifest.
571 silly tarball no local data for strip-bom@https://registry.npmjs.org/strip-bom/-/strip-bom-3.0.0.tgz. Extracting by manifest.
572 silly tarball no local data for std-env@https://registry.npmjs.org/std-env/-/std-env-4.2.0.tgz. Extracting by manifest.
573 silly tarball no local data for source-map-js@https://registry.npmjs.org/source-map-js/-/source-map-js-1.2.1.tgz. Extracting by manifest.
574 silly tarball no local data for stackback@https://registry.npmjs.org/stackback/-/stackback-0.0.2.tgz. Extracting by manifest.
575 silly tarball no local data for source-map@https://registry.npmjs.org/source-map/-/source-map-0.7.6.tgz. Extracting by manifest.
576 silly tarball no local data for smol-toml@https://registry.npmjs.org/smol-toml/-/smol-toml-1.8.0.tgz. Extracting by manifest.
577 silly tarball no local data for signal-exit@https://registry.npmjs.org/signal-exit/-/signal-exit-4.1.0.tgz. Extracting by manifest.
578 silly tarball no local data for sisteransi@https://registry.npmjs.org/sisteransi/-/sisteransi-1.0.5.tgz. Extracting by manifest.
579 silly tarball no local data for side-channel-weakmap@https://registry.npmjs.org/side-channel-weakmap/-/side-channel-weakmap-1.0.2.tgz. Extracting by manifest.
580 silly tarball no local data for siginfo@https://registry.npmjs.org/siginfo/-/siginfo-2.0.0.tgz. Extracting by manifest.
581 silly tarball no local data for side-channel-map@https://registry.npmjs.org/side-channel-map/-/side-channel-map-1.0.1.tgz. Extracting by manifest.
582 silly tarball no local data for shebang-regex@https://registry.npmjs.org/shebang-regex/-/shebang-regex-3.0.0.tgz. Extracting by manifest.
583 silly tarball no local data for side-channel@https://registry.npmjs.org/side-channel/-/side-channel-1.1.1.tgz. Extracting by manifest.
584 silly tarball no local data for side-channel-list@https://registry.npmjs.org/side-channel-list/-/side-channel-list-1.0.1.tgz. Extracting by manifest.
585 silly tarball no local data for shebang-command@https://registry.npmjs.org/shebang-command/-/shebang-command-2.0.0.tgz. Extracting by manifest.
586 silly tarball no local data for semver@https://registry.npmjs.org/semver/-/semver-7.8.5.tgz. Extracting by manifest.
587 silly tarball no local data for safe-regex@https://registry.npmjs.org/safe-regex/-/safe-regex-2.1.1.tgz. Extracting by manifest.
588 silly tarball no local data for safer-buffer@https://registry.npmjs.org/safer-buffer/-/safer-buffer-2.1.2.tgz. Extracting by manifest.
589 silly tarball no local data for sade@https://registry.npmjs.org/sade/-/sade-1.8.1.tgz. Extracting by manifest.
590 silly tarball no local data for safe-buffer@https://registry.npmjs.org/safe-buffer/-/safe-buffer-5.2.1.tgz. Extracting by manifest.
591 silly tarball no local data for rxjs@https://registry.npmjs.org/rxjs/-/rxjs-7.8.2.tgz. Extracting by manifest.
592 silly tarball no local data for rolldown@https://registry.npmjs.org/rolldown/-/rolldown-1.2.8.tgz. Extracting by manifest.
593 silly tarball no local data for resolve-pkg-maps@https://registry.npmjs.org/resolve-pkg-maps/-/resolve-pkg-maps-1.0.0.tgz. Extracting by manifest.
594 silly tarball no local data for require-from-string@https://registry.npmjs.org/require-from-string/-/require-from-string-2.0.2.tgz. Extracting by manifest.
595 silly tarball no local data for rechoir@https://registry.npmjs.org/rechoir/-/rechoir-0.8.0.tgz. Extracting by manifest.
596 silly tarball no local data for resolve@https://registry.npmjs.org/resolve/-/resolve-1.22.12.tgz. Extracting by manifest.
597 silly tarball no local data for regexp-tree@https://registry.npmjs.org/regexp-tree/-/regexp-tree-0.1.27.tgz. Extracting by manifest.
598 silly tarball no local data for qs@https://registry.npmjs.org/qs/-/qs-6.16.0.tgz. Extracting by manifest.
599 silly tarball no local data for publint@https://registry.npmjs.org/publint/-/publint-0.3.24.tgz. Extracting by manifest.
600 silly tarball no local data for prompts@https://registry.npmjs.org/prompts/-/prompts-2.4.2.tgz. Extracting by manifest.
601 silly tarball no local data for progress@https://registry.npmjs.org/progress/-/progress-2.0.3.tgz. Extracting by manifest.
602 silly tarball no local data for pretty-ms@https://registry.npmjs.org/pretty-ms/-/pretty-ms-9.3.1.tgz. Extracting by manifest.
603 silly tarball no local data for postcss@https://registry.npmjs.org/postcss/-/postcss-8.5.28.tgz. Extracting by manifest.
604 silly tarball no local data for picomatch@https://registry.npmjs.org/picomatch/-/picomatch-4.0.5.tgz. Extracting by manifest.
605 silly tarball no local data for path-parse@https://registry.npmjs.org/path-parse/-/path-parse-1.0.7.tgz. Extracting by manifest.
606 silly tarball no local data for picocolors@https://registry.npmjs.org/picocolors/-/picocolors-1.1.1.tgz. Extracting by manifest.
607 silly tarball no local data for path-key@https://registry.npmjs.org/path-key/-/path-key-3.1.1.tgz. Extracting by manifest.
608 silly tarball no local data for pidusage@https://registry.npmjs.org/pidusage/-/pidusage-4.0.1.tgz. Extracting by manifest.
609 silly tarball no local data for parse-ms@https://registry.npmjs.org/parse-ms/-/parse-ms-4.0.0.tgz. Extracting by manifest.
610 silly tarball no local data for package-manager-detector@https://registry.npmjs.org/package-manager-detector/-/package-manager-detector-1.8.0.tgz. Extracting by manifest.
611 silly tarball no local data for oxlint-tsgolint@https://registry.npmjs.org/oxlint-tsgolint/-/oxlint-tsgolint-7.0.2001.tgz. Extracting by manifest.
612 silly tarball no local data for oxlint@https://registry.npmjs.org/oxlint/-/oxlint-1.81.0.tgz. Extracting by manifest.
613 silly tarball no local data for oxfmt@https://registry.npmjs.org/oxfmt/-/oxfmt-0.66.0.tgz. Extracting by manifest.
614 silly tarball no local data for oxc-parser@https://registry.npmjs.org/oxc-parser/-/oxc-parser-0.147.0.tgz. Extracting by manifest.
615 silly tarball no local data for oxc-resolver@https://registry.npmjs.org/oxc-resolver/-/oxc-resolver-11.24.2.tgz. Extracting by manifest.
616 silly tarball no local data for obug@https://registry.npmjs.org/obug/-/obug-2.2.1.tgz. Extracting by manifest.
617 silly tarball no local data for object-inspect@https://registry.npmjs.org/object-inspect/-/object-inspect-1.13.4.tgz. Extracting by manifest.
618 silly tarball no local data for npm-run-path@https://registry.npmjs.org/npm-run-path/-/npm-run-path-6.0.0.tgz. Extracting by manifest.
619 silly tarball no local data for node-releases@https://registry.npmjs.org/node-releases/-/node-releases-2.0.54.tgz. Extracting by manifest.
620 silly tarball no local data for nanoid@https://registry.npmjs.org/nanoid/-/nanoid-3.3.18.tgz. Extracting by manifest.
621 silly tarball no local data for mutation-testing-report-schema@https://registry.npmjs.org/mutation-testing-report-schema/-/mutation-testing-report-schema-3.8.4.tgz. Extracting by manifest.
622 silly tarball no local data for mute-stream@https://registry.npmjs.org/mute-stream/-/mute-stream-3.0.0.tgz. Extracting by manifest.
623 silly tarball no local data for mutation-testing-metrics@https://registry.npmjs.org/mutation-testing-metrics/-/mutation-testing-metrics-3.8.4.tgz. Extracting by manifest.
624 silly tarball no local data for mutation-testing-elements@https://registry.npmjs.org/mutation-testing-elements/-/mutation-testing-elements-3.8.4.tgz. Extracting by manifest.
625 silly tarball no local data for mri@https://registry.npmjs.org/mri/-/mri-1.2.0.tgz. Extracting by manifest.
626 silly tarball no local data for minimatch@https://registry.npmjs.org/minimatch/-/minimatch-10.2.6.tgz. Extracting by manifest.
627 silly tarball no local data for minimist@https://registry.npmjs.org/minimist/-/minimist-1.2.8.tgz. Extracting by manifest.
628 silly tarball no local data for mutation-server-protocol@https://registry.npmjs.org/mutation-server-protocol/-/mutation-server-protocol-0.4.1.tgz. Extracting by manifest.
629 silly tarball no local data for minimalistic-assert@https://registry.npmjs.org/minimalistic-assert/-/minimalistic-assert-1.0.1.tgz. Extracting by manifest.
630 silly tarball no local data for math-intrinsics@https://registry.npmjs.org/math-intrinsics/-/math-intrinsics-1.1.0.tgz. Extracting by manifest.
631 silly tarball no local data for magicast@https://registry.npmjs.org/magicast/-/magicast-0.5.4.tgz. Extracting by manifest.
632 silly tarball no local data for marked@https://registry.npmjs.org/marked/-/marked-18.0.5.tgz. Extracting by manifest.
633 silly tarball no local data for lru-cache@https://registry.npmjs.org/lru-cache/-/lru-cache-11.5.2.tgz. Extracting by manifest.
634 silly tarball no local data for magic-string@https://registry.npmjs.org/magic-string/-/magic-string-1.2.3.tgz. Extracting by manifest.
635 silly tarball no local data for lightningcss-linux-x64-musl@https://registry.npmjs.org/lightningcss-linux-x64-musl/-/lightningcss-linux-x64-musl-1.33.0.tgz. Extracting by manifest.
636 silly tarball no local data for lodash.groupby@https://registry.npmjs.org/lodash.groupby/-/lodash.groupby-4.6.0.tgz. Extracting by manifest.
637 silly tarball no local data for lightningcss-linux-x64-gnu@https://registry.npmjs.org/lightningcss-linux-x64-gnu/-/lightningcss-linux-x64-gnu-1.33.0.tgz. Extracting by manifest.
638 silly tarball no local data for knip@https://registry.npmjs.org/knip/-/knip-6.34.0.tgz. Extracting by manifest.
639 silly tarball no local data for json5@https://registry.npmjs.org/json5/-/json5-2.2.3.tgz. Extracting by manifest.
640 silly tarball no local data for kleur@https://registry.npmjs.org/kleur/-/kleur-3.0.3.tgz. Extracting by manifest.
641 silly tarball no local data for lightningcss@https://registry.npmjs.org/lightningcss/-/lightningcss-1.33.0.tgz. Extracting by manifest.
642 silly tarball no local data for json-schema-traverse@https://registry.npmjs.org/json-schema-traverse/-/json-schema-traverse-1.0.0.tgz. Extracting by manifest.
643 silly tarball no local data for jsesc@https://registry.npmjs.org/jsesc/-/jsesc-3.1.0.tgz. Extracting by manifest.
644 silly tarball no local data for json-rpc-2.0@https://registry.npmjs.org/json-rpc-2.0/-/json-rpc-2.0-1.8.0.tgz. Extracting by manifest.
645 silly tarball no local data for jscpd-linux-x64-gnu@https://registry.npmjs.org/jscpd-linux-x64-gnu/-/jscpd-linux-x64-gnu-5.1.2.tgz. Extracting by manifest.
646 silly tarball no local data for jscpd-linux-x64-musl@https://registry.npmjs.org/jscpd-linux-x64-musl/-/jscpd-linux-x64-musl-5.1.2.tgz. Extracting by manifest.
647 silly tarball no local data for js-yaml@https://registry.npmjs.org/js-yaml/-/js-yaml-5.4.1.tgz. Extracting by manifest.
648 silly tarball no local data for jscpd@https://registry.npmjs.org/jscpd/-/jscpd-5.1.2.tgz. Extracting by manifest.
649 silly tarball no local data for js-tokens@https://registry.npmjs.org/js-tokens/-/js-tokens-10.0.0.tgz. Extracting by manifest.
650 silly tarball no local data for jiti@https://registry.npmjs.org/jiti/-/jiti-2.7.0.tgz. Extracting by manifest.
651 silly tarball no local data for js-md4@https://registry.npmjs.org/js-md4/-/js-md4-0.3.2.tgz. Extracting by manifest.
652 silly tarball no local data for isexe@https://registry.npmjs.org/isexe/-/isexe-2.0.0.tgz. Extracting by manifest.
653 silly tarball no local data for is-unicode-supported@https://registry.npmjs.org/is-unicode-supported/-/is-unicode-supported-2.1.0.tgz. Extracting by manifest.
654 silly tarball no local data for is-stream@https://registry.npmjs.org/is-stream/-/is-stream-4.0.1.tgz. Extracting by manifest.
655 silly tarball no local data for is-path-inside@https://registry.npmjs.org/is-path-inside/-/is-path-inside-4.0.0.tgz. Extracting by manifest.
656 silly tarball no local data for is-plain-obj@https://registry.npmjs.org/is-plain-obj/-/is-plain-obj-4.1.0.tgz. Extracting by manifest.
657 silly tarball no local data for is-core-module@https://registry.npmjs.org/is-core-module/-/is-core-module-2.16.2.tgz. Extracting by manifest.
658 silly tarball no local data for is-installed-globally@https://registry.npmjs.org/is-installed-globally/-/is-installed-globally-1.0.0.tgz. Extracting by manifest.
659 silly tarball no local data for ini@https://registry.npmjs.org/ini/-/ini-4.1.1.tgz. Extracting by manifest.
660 silly tarball no local data for interpret@https://registry.npmjs.org/interpret/-/interpret-3.1.1.tgz. Extracting by manifest.
661 silly tarball no local data for inherits@https://registry.npmjs.org/inherits/-/inherits-2.0.4.tgz. Extracting by manifest.
662 silly tarball no local data for import-meta-resolve@https://registry.npmjs.org/import-meta-resolve/-/import-meta-resolve-4.2.0.tgz. Extracting by manifest.
663 silly tarball no local data for iconv-lite@https://registry.npmjs.org/iconv-lite/-/iconv-lite-0.7.3.tgz. Extracting by manifest.
664 silly tarball no local data for ignore@https://registry.npmjs.org/ignore/-/ignore-7.0.6.tgz. Extracting by manifest.
665 silly tarball no local data for husky@https://registry.npmjs.org/husky/-/husky-9.1.7.tgz. Extracting by manifest.
666 silly tarball no local data for human-signals@https://registry.npmjs.org/human-signals/-/human-signals-8.0.1.tgz. Extracting by manifest.
667 silly tarball no local data for has-symbols@https://registry.npmjs.org/has-symbols/-/has-symbols-1.1.0.tgz. Extracting by manifest.
668 silly tarball no local data for hasown@https://registry.npmjs.org/hasown/-/hasown-2.0.4.tgz. Extracting by manifest.
669 silly tarball no local data for has-flag@https://registry.npmjs.org/has-flag/-/has-flag-4.0.0.tgz. Extracting by manifest.
670 silly tarball no local data for graceful-fs@https://registry.npmjs.org/graceful-fs/-/graceful-fs-4.2.11.tgz. Extracting by manifest.
671 silly tarball no local data for gopd@https://registry.npmjs.org/gopd/-/gopd-1.2.0.tgz. Extracting by manifest.
672 silly tarball no local data for global-directory@https://registry.npmjs.org/global-directory/-/global-directory-4.0.1.tgz. Extracting by manifest.
673 silly tarball no local data for get-tsconfig@https://registry.npmjs.org/get-tsconfig/-/get-tsconfig-4.14.3.tgz. Extracting by manifest.
674 silly tarball no local data for get-stream@https://registry.npmjs.org/get-stream/-/get-stream-9.0.1.tgz. Extracting by manifest.
675 silly tarball no local data for get-proto@https://registry.npmjs.org/get-proto/-/get-proto-1.0.1.tgz. Extracting by manifest.
676 silly tarball no local data for get-intrinsic@https://registry.npmjs.org/get-intrinsic/-/get-intrinsic-1.3.0.tgz. Extracting by manifest.
677 silly tarball no local data for get-east-asian-width@https://registry.npmjs.org/get-east-asian-width/-/get-east-asian-width-1.6.0.tgz. Extracting by manifest.
678 silly tarball no local data for function-bind@https://registry.npmjs.org/function-bind/-/function-bind-1.1.2.tgz. Extracting by manifest.
679 silly tarball no local data for formatly@https://registry.npmjs.org/formatly/-/formatly-0.7.0.tgz. Extracting by manifest.
680 silly tarball no local data for gensync@https://registry.npmjs.org/gensync/-/gensync-1.0.0-beta.2.tgz. Extracting by manifest.
681 silly tarball no local data for figures@https://registry.npmjs.org/figures/-/figures-6.1.0.tgz. Extracting by manifest.
